rStar,theta,re,im
83.4184,2.66772,-nan,-nan
83.4184,2.68527,-nan,-nan
83.4184,2.70282,-nan,-nan
83.4184,2.72037,-nan,-nan
83.4184,2.73792,-nan,-nan
83.4184,2.75548,-nan,-nan
83.4184,2.77303,-nan,-nan
83.4184,2.79058,-nan,-nan
83.4184,2.80813,-nan,-nan
83.4184,2.82568,-nan,-nan
83.4184,2.84323,-nan,-nan
83.4184,2.86078,-nan,-nan
83.4184,2.87833,-nan,-nan
83.4184,2.89588,-nan,-nan
83.4184,2.91343,-nan,-nan
83.4184,2.93098,-nan,-nan
83.4184,2.94853,-nan,-nan
83.4184,2.96608,-nan,-nan
83.4184,2.98364,-nan,-nan
83.4184,3.00119,-nan,-nan
83.4184,3.01874,-nan,-nan
83.4184,3.03629,-nan,-nan
83.4184,3.05384,-nan,-nan
83.4184,3.07139,-nan,-nan
83.4184,3.08894,-nan,-nan
83.4184,3.10649,-nan,-nan
83.4184,3.12404,-nan,-nan
83.4184,3.14159,5.94626e-31,0
83.7531,0,0,0
83.7531,0.0175508,-nan,-nan
83.7531,0.0351016,-nan,-nan
83.7531,0.0526524,-nan,-nan
83.7531,0.0702032,-nan,-nan
83.7531,0.087754,-nan,-nan
83.7531,0.105305,-nan,-nan
83.7531,0.122856,-nan,-nan
83.7531,0.140406,-nan,-nan
83.7531,0.157957,-nan,-nan
83.7531,0.175508,-nan,-nan
83.7531,0.193059,-nan,-nan
83.7531,0.21061,-nan,-nan
83.7531,0.22816,-nan,-nan
83.7531,0.245711,-nan,-nan
83.7531,0.263262,-nan,-nan
83.7531,0.280813,-nan,-nan
83.7531,0.298364,-nan,-nan
83.7531,0.315914,-nan,-nan
83.7531,0.333465,-nan,-nan
83.7531,0.351016,-nan,-nan
83.7531,0.368567,-nan,-nan
83.7531,0.386118,-nan,-nan
83.7531,0.403668,-nan,-nan
83.7531,0.421219,-nan,-nan
83.7531,0.43877,-nan,-nan
83.7531,0.456321,-nan,-nan
83.7531,0.473872,-nan,-nan
83.7531,0.491422,-nan,-nan
83.7531,0.508973,-nan,-nan
83.7531,0.526524,-nan,-nan
83.7531,0.544075,-nan,-nan
83.7531,0.561626,-nan,-nan
83.7531,0.579176,-nan,-nan
83.7531,0.596727,-nan,-nan
83.7531,0.614278,-nan,-nan
83.7531,0.631829,-nan,-nan
83.7531,0.649379,-nan,-nan
83.7531,0.66693,-nan,-nan
83.7531,0.684481,-nan,-nan
83.7531,0.702032,-nan,-nan
83.7531,0.719583,-nan,-nan
83.7531,0.737133,-nan,-nan
83.7531,0.754684,-nan,-nan
83.7531,0.772235,-nan,-nan
83.7531,0.789786,-nan,-nan
83.7531,0.807337,-nan,-nan
83.7531,0.824887,-nan,-nan
83.7531,0.842438,-nan,-nan
83.7531,0.859989,-nan,-nan
83.7531,0.87754,-nan,-nan
83.7531,0.895091,-nan,-nan
83.7531,0.912641,-nan,-nan
83.7531,0.930192,-nan,-nan
83.7531,0.947743,-nan,-nan
83.7531,0.965294,-nan,-nan
83.7531,0.982845,-nan,-nan
83.7531,1.0004,-nan,-nan
83.7531,1.01795,-nan,-nan
83.7531,1.0355,-nan,-nan
83.7531,1.05305,-nan,-nan
83.7531,1.0706,-nan,-nan
83.7531,1.08815,-nan,-nan
83.7531,1.1057,-nan,-nan
83.7531,1.12325,-nan,-nan
83.7531,1.1408,-nan,-nan
83.7531,1.15835,-nan,-nan
83.7531,1.1759,-nan,-nan
83.7531,1.19345,-nan,-nan
83.7531,1.211,-nan,-nan
83.7531,1.22856,-nan,-nan
83.7531,1.24611,-nan,-nan
83.7531,1.26366,-nan,-nan
83.7531,1.28121,-nan,-nan
83.7531,1.29876,-nan,-nan
83.7531,1.31631,-nan,-nan
83.7531,1.33386,-nan,-nan
83.7531,1.35141,-nan,-nan
83.7531,1.36896,-nan,-nan
83.7531,1.38651,-nan,-nan
83.7531,1.40406,-nan,-nan
83.7531,1.42161,-nan,-nan
83.7531,1.43917,-nan,-nan
83.7531,1.45672,-nan,-nan
83.7531,1.47427,-nan,-nan
83.7531,1.49182,-nan,-nan
83.7531,1.50937,-nan,-nan
83.7531,1.52692,-nan,-nan
83.7531,1.54447,-nan,-nan
83.7531,1.56202,-nan,-nan
83.7531,1.57957,-nan,-nan
83.7531,1.59712,-nan,-nan
83.7531,1.61467,-nan,-nan
83.7531,1.63222,-nan,-nan
83.7531,1.64977,-nan,-nan
83.7531,1.66733,-nan,-nan
83.7531,1.68488,-nan,-nan
83.7531,1.70243,-nan,-nan
83.7531,1.71998,-nan,-nan
83.7531,1.73753,-nan,-nan
83.7531,1.75508,-nan,-nan
83.7531,1.77263,-nan,-nan
83.7531,1.79018,-nan,-nan
83.7531,1.80773,-nan,-nan
83.7531,1.82528,-nan,-nan
83.7531,1.84283,-nan,-nan
83.7531,1.86038,-nan,-nan
83.7531,1.87794,-nan,-nan
83.7531,1.89549,-nan,-nan
83.7531,1.91304,-nan,-nan
83.7531,1.93059,-nan,-nan
83.7531,1.94814,-nan,-nan
83.7531,1.96569,-nan,-nan
83.7531,1.98324,-nan,-nan
83.7531,2.00079,-nan,-nan
83.7531,2.01834,-nan,-nan
83.7531,2.03589,-nan,-nan
83.7531,2.05344,-nan,-nan
83.7531,2.07099,-nan,-nan
83.7531,2.08854,-nan,-nan
83.7531,2.1061,-nan,-nan
83.7531,2.12365,-nan,-nan
83.7531,2.1412,-nan,-nan
83.7531,2.15875,-nan,-nan
83.7531,2.1763,-nan,-nan
83.7531,2.19385,-nan,-nan
83.7531,2.2114,-nan,-nan
83.7531,2.22895,-nan,-nan
83.7531,2.2465,-nan,-nan
83.7531,2.26405,-nan,-nan
83.7531,2.2816,-nan,-nan
83.7531,2.29915,-nan,-nan
83.7531,2.31671,-nan,-nan
83.7531,2.33426,-nan,-nan
83.7531,2.35181,-nan,-nan
83.7531,2.36936,-nan,-nan
83.7531,2.38691,-nan,-nan
83.7531,2.40446,-nan,-nan
83.7531,2.42201,-nan,-nan
83.7531,2.43956,-nan,-nan
83.7531,2.45711,-nan,-nan
83.7531,2.47466,-nan,-nan
83.7531,2.49221,-nan,-nan
83.7531,2.50976,-nan,-nan
83.7531,2.52731,-nan,-nan
83.7531,2.54487,-nan,-nan
83.7531,2.56242,-nan,-nan
83.7531,2.57997,-nan,-nan
83.7531,2.59752,-nan,-nan
83.7531,2.61507,-nan,-nan
83.7531,2.63262,-nan,-nan
83.7531,2.65017,-nan,-nan
83.7531,2.66772,-nan,-nan
83.7531,2.68527,-nan,-nan
83.7531,2.70282,-nan,-nan
83.7531,2.72037,-nan,-nan
83.7531,2.73792,-nan,-nan
83.7531,2.75548,-nan,-nan
83.7531,2.77303,-nan,-nan
83.7531,2.79058,-nan,-nan
83.7531,2.80813,-nan,-nan
83.7531,2.82568,-nan,-nan
83.7531,2.84323,-nan,-nan
83.7531,2.86078,-nan,-nan
83.7531,2.87833,-nan,-nan
83.7531,2.89588,-nan,-nan
83.7531,2.91343,-nan,-nan
83.7531,2.93098,-nan,-nan
83.7531,2.94853,-nan,-nan
83.7531,2.96608,-nan,-nan
83.7531,2.98364,-nan,-nan
83.7531,3.00119,-nan,-nan
83.7531,3.01874,-nan,-nan
83.7531,3.03629,-nan,-nan
83.7531,3.05384,-nan,-nan
83.7531,3.07139,-nan,-nan
83.7531,3.08894,-nan,-nan
83.7531,3.10649,-nan,-nan
83.7531,3.12404,-nan,-nan
83.7531,3.14159,1.74867e-31,0
84.0877,0,0,0
84.0877,0.0175508,-nan,-nan
84.0877,0.0351016,-nan,-nan
84.0877,0.0526524,-nan,-nan
84.0877,0.0702032,-nan,-nan
84.0877,0.087754,-nan,-nan
84.0877,0.105305,-nan,-nan
84.0877,0.122856,-nan,-nan
84.0877,0.140406,-nan,-nan
84.0877,0.157957,-nan,-nan
84.0877,0.175508,-nan,-nan
84.0877,0.193059,-nan,-nan
84.0877,0.21061,-nan,-nan
84.0877,0.22816,-nan,-nan
84.0877,0.245711,-nan,-nan
84.0877,0.263262,-nan,-nan
84.0877,0.280813,-nan,-nan
84.0877,0.298364,-nan,-nan
84.0877,0.315914,-nan,-nan
84.0877,0.333465,-nan,-nan
84.0877,0.351016,-nan,-nan
84.0877,0.368567,-nan,-nan
84.0877,0.386118,-nan,-nan
84.0877,0.403668,-nan,-nan
84.0877,0.421219,-nan,-nan
84.0877,0.43877,-nan,-nan
84.0877,0.456321,-nan,-nan
84.0877,0.473872,-nan,-nan
84.0877,0.491422,-nan,-nan
84.0877,0.508973,-nan,-nan
84.0877,0.526524,-nan,-nan
84.0877,0.544075,-nan,-nan
84.0877,0.561626,-nan,-nan
84.0877,0.579176,-nan,-nan
84.0877,0.596727,-nan,-nan
84.0877,0.614278,-nan,-nan
84.0877,0.631829,-nan,-nan
84.0877,0.649379,-nan,-nan
84.0877,0.66693,-nan,-nan
84.0877,0.684481,-nan,-nan
84.0877,0.702032,-nan,-nan
84.0877,0.719583,-nan,-nan
84.0877,0.737133,-nan,-nan
84.0877,0.754684,-nan,-nan
84.0877,0.772235,-nan,-nan
84.0877,0.789786,-nan,-nan
84.0877,0.807337,-nan,-nan
84.0877,0.824887,-nan,-nan
84.0877,0.842438,-nan,-nan
84.0877,0.859989,-nan,-nan
84.0877,0.87754,-nan,-nan
84.0877,0.895091,-nan,-nan
84.0877,0.912641,-nan,-nan
84.0877,0.930192,-nan,-nan
84.0877,0.947743,-nan,-nan
84.0877,0.965294,-nan,-nan
84.0877,0.982845,-nan,-nan
84.0877,1.0004,-nan,-nan
84.0877,1.01795,-nan,-nan
84.0877,1.0355,-nan,-nan
84.0877,1.05305,-nan,-nan
84.0877,1.0706,-nan,-nan
84.0877,1.08815,-nan,-nan
84.0877,1.1057,-nan,-nan
84.0877,1.12325,-nan,-nan
84.0877,1.1408,-nan,-nan
84.0877,1.15835,-nan,-nan
84.0877,1.1759,-nan,-nan
84.0877,1.19345,-nan,-nan
84.0877,1.211,-nan,-nan
84.0877,1.22856,-nan,-nan
84.0877,1.24611,-nan,-nan
84.0877,1.26366,-nan,-nan
84.0877,1.28121,-nan,-nan
84.0877,1.29876,-nan,-nan
84.0877,1.31631,-nan,-nan
84.0877,1.33386,-nan,-nan
84.0877,1.35141,-nan,-nan
84.0877,1.36896,-nan,-nan
84.0877,1.38651,-nan,-nan
84.0877,1.40406,-nan,-nan
84.0877,1.42161,-nan,-nan
84.0877,1.43917,-nan,-nan
84.0877,1.45672,-nan,-nan
84.0877,1.47427,-nan,-nan
84.0877,1.49182,-nan,-nan
84.0877,1.50937,-nan,-nan
84.0877,1.52692,-nan,-nan
84.0877,1.54447,-nan,-nan
84.0877,1.56202,-nan,-nan
84.0877,1.57957,-nan,-nan
84.0877,1.59712,-nan,-nan
84.0877,1.61467,-nan,-nan
84.0877,1.63222,-nan,-nan
84.0877,1.64977,-nan,-nan
84.0877,1.66733,-nan,-nan
84.0877,1.68488,-nan,-nan
84.0877,1.70243,-nan,-nan
84.0877,1.71998,-nan,-nan
84.0877,1.73753,-nan,-nan
84.0877,1.75508,-nan,-nan
84.0877,1.77263,-nan,-nan
84.0877,1.79018,-nan,-nan
84.0877,1.80773,-nan,-nan
84.0877,1.82528,-nan,-nan
84.0877,1.84283,-nan,-nan
84.0877,1.86038,-nan,-nan
84.0877,1.87794,-nan,-nan
84.0877,1.89549,-nan,-nan
84.0877,1.91304,-nan,-nan
84.0877,1.93059,-nan,-nan
84.0877,1.94814,-nan,-nan
84.0877,1.96569,-nan,-nan
84.0877,1.98324,-nan,-nan
84.0877,2.00079,-nan,-nan
84.0877,2.01834,-nan,-nan
84.0877,2.03589,-nan,-nan
84.0877,2.05344,-nan,-nan
84.0877,2.07099,-nan,-nan
84.0877,2.08854,-nan,-nan
84.0877,2.1061,-nan,-nan
84.0877,2.12365,-nan,-nan
84.0877,2.1412,-nan,-nan
84.0877,2.15875,-nan,-nan
84.0877,2.1763,-nan,-nan
84.0877,2.19385,-nan,-nan
84.0877,2.2114,-nan,-nan
84.0877,2.22895,-nan,-nan
84.0877,2.2465,-nan,-nan
84.0877,2.26405,-nan,-nan
84.0877,2.2816,-nan,-nan
84.0877,2.29915,-nan,-nan
84.0877,2.31671,-nan,-nan
84.0877,2.33426,-nan,-nan
84.0877,2.35181,-nan,-nan
84.0877,2.36936,-nan,-nan
84.0877,2.38691,-nan,-nan
84.0877,2.40446,-nan,-nan
84.0877,2.42201,-nan,-nan
84.0877,2.43956,-nan,-nan
84.0877,2.45711,-nan,-nan
84.0877,2.47466,-nan,-nan
84.0877,2.49221,-nan,-nan
84.0877,2.50976,-nan,-nan
84.0877,2.52731,-nan,-nan
84.0877,2.54487,-nan,-nan
84.0877,2.56242,-nan,-nan
84.0877,2.57997,-nan,-nan
84.0877,2.59752,-nan,-nan
84.0877,2.61507,-nan,-nan
84.0877,2.63262,-nan,-nan
84.0877,2.65017,-nan,-nan
84.0877,2.66772,-nan,-nan
84.0877,2.68527,-nan,-nan
84.0877,2.70282,-nan,-nan
84.0877,2.72037,-nan,-nan
84.0877,2.73792,-nan,-nan
84.0877,2.75548,-nan,-nan
84.0877,2.77303,-nan,-nan
84.0877,2.79058,-nan,-nan
84.0877,2.80813,-nan,-nan
84.0877,2.82568,-nan,-nan
84.0877,2.84323,-nan,-nan
84.0877,2.86078,-nan,-nan
84.0877,2.87833,-nan,-nan
84.0877,2.89588,-nan,-nan
84.0877,2.91343,-nan,-nan
84.0877,2.93098,-nan,-nan
84.0877,2.94853,-nan,-nan
84.0877,2.96608,-nan,-nan
84.0877,2.98364,-nan,-nan
84.0877,3.00119,-nan,-nan
84.0877,3.01874,-nan,-nan
84.0877,3.03629,-nan,-nan
84.0877,3.05384,-nan,-nan
84.0877,3.07139,-nan,-nan
84.0877,3.08894,-nan,-nan
84.0877,3.10649,-nan,-nan
84.0877,3.12404,-nan,-nan
84.0877,3.14159,5.02901e-32,0
84.422,0,0,0
84.422,0.0175508,-nan,-nan
84.422,0.0351016,-nan,-nan
84.422,0.0526524,-nan,-nan
84.422,0.0702032,-nan,-nan
84.422,0.087754,-nan,-nan
84.422,0.105305,-nan,-nan
84.422,0.122856,-nan,-nan
84.422,0.140406,-nan,-nan
84.422,0.157957,-nan,-nan
84.422,0.175508,-nan,-nan
84.422,0.193059,-nan,-nan
84.422,0.21061,-nan,-nan
84.422,0.22816,-nan,-nan
84.422,0.245711,-nan,-nan
84.422,0.263262,-nan,-nan
84.422,0.280813,-nan,-nan
84.422,0.298364,-nan,-nan
84.422,0.315914,-nan,-nan
84.422,0.333465,-nan,-nan
84.422,0.351016,-nan,-nan
84.422,0.368567,-nan,-nan
84.422,0.386118,-nan,-nan
84.422,0.403668,-nan,-nan
84.422,0.421219,-nan,-nan
84.422,0.43877,-nan,-nan
84.422,0.456321,-nan,-nan
84.422,0.473872,-nan,-nan
84.422,0.491422,-nan,-nan
84.422,0.508973,-nan,-nan
84.422,0.526524,-nan,-nan
84.422,0.544075,-nan,-nan
84.422,0.561626,-nan,-nan
84.422,0.579176,-nan,-nan
84.422,0.596727,-nan,-nan
84.422,0.614278,-nan,-nan
84.422,0.631829,-nan,-nan
84.422,0.649379,-nan,-nan
84.422,0.66693,-nan,-nan
84.422,0.684481,-nan,-nan
84.422,0.702032,-nan,-nan
84.422,0.719583,-nan,-nan
84.422,0.737133,-nan,-nan
84.422,0.754684,-nan,-nan
84.422,0.772235,-nan,-nan
84.422,0.789786,-nan,-nan
84.422,0.807337,-nan,-nan
84.422,0.824887,-nan,-nan
84.422,0.842438,-nan,-nan
84.422,0.859989,-nan,-nan
84.422,0.87754,-nan,-nan
84.422,0.895091,-nan,-nan
84.422,0.912641,-nan,-nan
84.422,0.930192,-nan,-nan
84.422,0.947743,-nan,-nan
84.422,0.965294,-nan,-nan
84.422,0.982845,-nan,-nan
84.422,1.0004,-nan,-nan
84.422,1.01795,-nan,-nan
84.422,1.0355,-nan,-nan
84.422,1.05305,-nan,-nan
84.422,1.0706,-nan,-nan
84.422,1.08815,-nan,-nan
84.422,1.1057,-nan,-nan
84.422,1.12325,-nan,-nan
84.422,1.1408,-nan,-nan
84.422,1.15835,-nan,-nan
84.422,1.1759,-nan,-nan
84.422,1.19345,-nan,-nan
84.422,1.211,-nan,-nan
84.422,1.22856,-nan,-nan
84.422,1.24611,-nan,-nan
84.422,1.26366,-nan,-nan
84.422,1.28121,-nan,-nan
84.422,1.29876,-nan,-nan
84.422,1.31631,-nan,-nan
84.422,1.33386,-nan,-nan
84.422,1.35141,-nan,-nan
84.422,1.36896,-nan,-nan
84.422,1.38651,-nan,-nan
84.422,1.40406,-nan,-nan
84.422,1.42161,-nan,-nan
84.422,1.43917,-nan,-nan
84.422,1.45672,-nan,-nan
84.422,1.47427,-nan,-nan
84.422,1.49182,-nan,-nan
84.422,1.50937,-nan,-nan
84.422,1.52692,-nan,-nan
84.422,1.54447,-nan,-nan
84.422,1.56202,-nan,-nan
84.422,1.57957,-nan,-nan
84.422,1.59712,-nan,-nan
84.422,1.61467,-nan,-nan
84.422,1.63222,-nan,-nan
84.422,1.64977,-nan,-nan
84.422,1.66733,-nan,-nan
84.422,1.68488,-nan,-nan
84.422,1.70243,-nan,-nan
84.422,1.71998,-nan,-nan
84.422,1.73753,-nan,-nan
84.422,1.75508,-nan,-nan
84.422,1.77263,-nan,-nan
84.422,1.79018,-nan,-nan
84.422,1.80773,-nan,-nan
84.422,1.82528,-nan,-nan
84.422,1.84283,-nan,-nan
84.422,1.86038,-nan,-nan
84.422,1.87794,-nan,-nan
84.422,1.89549,-nan,-nan
84.422,1.91304,-nan,-nan
84.422,1.93059,-nan,-nan
84.422,1.94814,-nan,-nan
84.422,1.96569,-nan,-nan
84.422,1.98324,-nan,-nan
84.422,2.00079,-nan,-nan
84.422,2.01834,-nan,-nan
84.422,2.03589,-nan,-nan
84.422,2.05344,-nan,-nan
84.422,2.07099,-nan,-nan
84.422,2.08854,-nan,-nan
84.422,2.1061,-nan,-nan
84.422,2.12365,-nan,-nan
84.422,2.1412,-nan,-nan
84.422,2.15875,-nan,-nan
84.422,2.1763,-nan,-nan
84.422,2.19385,-nan,-nan
84.422,2.2114,-nan,-nan
84.422,2.22895,-nan,-nan
84.422,2.2465,-nan,-nan
84.422,2.26405,-nan,-nan
84.422,2.2816,-nan,-nan
84.422,2.29915,-nan,-nan
84.422,2.31671,-nan,-nan
84.422,2.33426,-nan,-nan
84.422,2.35181,-nan,-nan
84.422,2.36936,-nan,-nan
84.422,2.38691,-nan,-nan
84.422,2.40446,-nan,-nan
84.422,2.42201,-nan,-nan
84.422,2.43956,-nan,-nan
84.422,2.45711,-nan,-nan
84.422,2.47466,-nan,-nan
84.422,2.49221,-nan,-nan
84.422,2.50976,-nan,-nan
84.422,2.52731,-nan,-nan
84.422,2.54487,-nan,-nan
84.422,2.56242,-nan,-nan
84.422,2.57997,-nan,-nan
84.422,2.59752,-nan,-nan
84.422,2.61507,-nan,-nan
84.422,2.63262,-nan,-nan
84.422,2.65017,-nan,-nan
84.422,2.66772,-nan,-nan
84.422,2.68527,-nan,-nan
84.422,2.70282,-nan,-nan
84.422,2.72037,-nan,-nan
84.422,2.73792,-nan,-nan
84.422,2.75548,-nan,-nan
84.422,2.77303,-nan,-nan
84.422,2.79058,-nan,-nan
84.422,2.80813,-nan,-nan
84.422,2.82568,-nan,-nan
84.422,2.84323,-nan,-nan
84.422,2.86078,-nan,-nan
84.422,2.87833,-nan,-nan
84.422,2.89588,-nan,-nan
84.422,2.91343,-nan,-nan
84.422,2.93098,-nan,-nan
84.422,2.94853,-nan,-nan
84.422,2.96608,-nan,-nan
84.422,2.98364,-nan,-nan
84.422,3.00119,-nan,-nan
84.422,3.01874,-nan,-nan
84.422,3.03629,-nan,-nan
84.422,3.05384,-nan,-nan
84.422,3.07139,-nan,-nan
84.422,3.08894,-nan,-nan
84.422,3.10649,-nan,-nan
84.422,3.12404,-nan,-nan
84.422,3.14159,1.41438e-32,0
84.7563,0,0,0
84.7563,0.0175508,-nan,-nan
84.7563,0.0351016,-nan,-nan
84.7563,0.0526524,-nan,-nan
84.7563,0.0702032,-nan,-nan
84.7563,0.087754,-nan,-nan
84.7563,0.105305,-nan,-nan
84.7563,0.122856,-nan,-nan
84.7563,0.140406,-nan,-nan
84.7563,0.157957,-nan,-nan
84.7563,0.175508,-nan,-nan
84.7563,0.193059,-nan,-nan
84.7563,0.21061,-nan,-nan
84.7563,0.22816,-nan,-nan
84.7563,0.245711,-nan,-nan
84.7563,0.263262,-nan,-nan
84.7563,0.280813,-nan,-nan
84.7563,0.298364,-nan,-nan
84.7563,0.315914,-nan,-nan
84.7563,0.333465,-nan,-nan
84.7563,0.351016,-nan,-nan
84.7563,0.368567,-nan,-nan
84.7563,0.386118,-nan,-nan
84.7563,0.403668,-nan,-nan
84.7563,0.421219,-nan,-nan
84.7563,0.43877,-nan,-nan
84.7563,0.456321,-nan,-nan
84.7563,0.473872,-nan,-nan
84.7563,0.491422,-nan,-nan
84.7563,0.508973,-nan,-nan
84.7563,0.526524,-nan,-nan
84.7563,0.544075,-nan,-nan
84.7563,0.561626,-nan,-nan
84.7563,0.579176,-nan,-nan
84.7563,0.596727,-nan,-nan
84.7563,0.614278,-nan,-nan
84.7563,0.631829,-nan,-nan
84.7563,0.649379,-nan,-nan
84.7563,0.66693,-nan,-nan
84.7563,0.684481,-nan,-nan
84.7563,0.702032,-nan,-nan
84.7563,0.719583,-nan,-nan
84.7563,0.737133,-nan,-nan
84.7563,0.754684,-nan,-nan
84.7563,0.772235,-nan,-nan
84.7563,0.789786,-nan,-nan
84.7563,0.807337,-nan,-nan
84.7563,0.824887,-nan,-nan
84.7563,0.842438,-nan,-nan
84.7563,0.859989,-nan,-nan
84.7563,0.87754,-nan,-nan
84.7563,0.895091,-nan,-nan
84.7563,0.912641,-nan,-nan
84.7563,0.930192,-nan,-nan
84.7563,0.947743,-nan,-nan
84.7563,0.965294,-nan,-nan
84.7563,0.982845,-nan,-nan
84.7563,1.0004,-nan,-nan
84.7563,1.01795,-nan,-nan
84.7563,1.0355,-nan,-nan
84.7563,1.05305,-nan,-nan
84.7563,1.0706,-nan,-nan
84.7563,1.08815,-nan,-nan
84.7563,1.1057,-nan,-nan
84.7563,1.12325,-nan,-nan
84.7563,1.1408,-nan,-nan
84.7563,1.15835,-nan,-nan
84.7563,1.1759,-nan,-nan
84.7563,1.19345,-nan,-nan
84.7563,1.211,-nan,-nan
84.7563,1.22856,-nan,-nan
84.7563,1.24611,-nan,-nan
84.7563,1.26366,-nan,-nan
84.7563,1.28121,-nan,-nan
84.7563,1.29876,-nan,-nan
84.7563,1.31631,-nan,-nan
84.7563,1.33386,-nan,-nan
84.7563,1.35141,-nan,-nan
84.7563,1.36896,-nan,-nan
84.7563,1.38651,-nan,-nan
84.7563,1.40406,-nan,-nan
84.7563,1.42161,-nan,-nan
84.7563,1.43917,-nan,-nan
84.7563,1.45672,-nan,-nan
84.7563,1.47427,-nan,-nan
84.7563,1.49182,-nan,-nan
84.7563,1.50937,-nan,-nan
84.7563,1.52692,-nan,-nan
84.7563,1.54447,-nan,-nan
84.7563,1.56202,-nan,-nan
84.7563,1.57957,-nan,-nan
84.7563,1.59712,-nan,-nan
84.7563,1.61467,-nan,-nan
84.7563,1.63222,-nan,-nan
84.7563,1.64977,-nan,-nan
84.7563,1.66733,-nan,-nan
84.7563,1.68488,-nan,-nan
84.7563,1.70243,-nan,-nan
84.7563,1.71998,-nan,-nan
84.7563,1.73753,-nan,-nan
84.7563,1.75508,-nan,-nan
84.7563,1.77263,-nan,-nan
84.7563,1.79018,-nan,-nan
84.7563,1.80773,-nan,-nan
84.7563,1.82528,-nan,-nan
84.7563,1.84283,-nan,-nan
84.7563,1.86038,-nan,-nan
84.7563,1.87794,-nan,-nan
84.7563,1.89549,-nan,-nan
84.7563,1.91304,-nan,-nan
84.7563,1.93059,-nan,-nan
84.7563,1.94814,-nan,-nan
84.7563,1.96569,-nan,-nan
84.7563,1.98324,-nan,-nan
84.7563,2.00079,-nan,-nan
84.7563,2.01834,-nan,-nan
84.7563,2.03589,-nan,-nan
84.7563,2.05344,-nan,-nan
84.7563,2.07099,-nan,-nan
84.7563,2.08854,-nan,-nan
84.7563,2.1061,-nan,-nan
84.7563,2.12365,-nan,-nan
84.7563,2.1412,-nan,-nan
84.7563,2.15875,-nan,-nan
84.7563,2.1763,-nan,-nan
84.7563,2.19385,-nan,-nan
84.7563,2.2114,-nan,-nan
84.7563,2.22895,-nan,-nan
84.7563,2.2465,-nan,-nan
84.7563,2.26405,-nan,-nan
84.7563,2.2816,-nan,-nan
84.7563,2.29915,-nan,-nan
84.7563,2.31671,-nan,-nan
84.7563,2.33426,-nan,-nan
84.7563,2.35181,-nan,-nan
84.7563,2.36936,-nan,-nan
84.7563,2.38691,-nan,-nan
84.7563,2.40446,-nan,-nan
84.7563,2.42201,-nan,-nan
84.7563,2.43956,-nan,-nan
84.7563,2.45711,-nan,-nan
84.7563,2.47466,-nan,-nan
84.7563,2.49221,-nan,-nan
84.7563,2.50976,-nan,-nan
84.7563,2.52731,-nan,-nan
84.7563,2.54487,-nan,-nan
84.7563,2.56242,-nan,-nan
84.7563,2.57997,-nan,-nan
84.7563,2.59752,-nan,-nan
84.7563,2.61507,-nan,-nan
84.7563,2.63262,-nan,-nan
84.7563,2.65017,-nan,-nan
84.7563,2.66772,-nan,-nan
84.7563,2.68527,-nan,-nan
84.7563,2.70282,-nan,-nan
84.7563,2.72037,-nan,-nan
84.7563,2.73792,-nan,-nan
84.7563,2.75548,-nan,-nan
84.7563,2.77303,-nan,-nan
84.7563,2.79058,-nan,-nan
84.7563,2.80813,-nan,-nan
84.7563,2.82568,-nan,-nan
84.7563,2.84323,-nan,-nan
84.7563,2.86078,-nan,-nan
84.7563,2.87833,-nan,-nan
84.7563,2.89588,-nan,-nan
84.7563,2.91343,-nan,-nan
84.7563,2.93098,-nan,-nan
84.7563,2.94853,-nan,-nan
84.7563,2.96608,-nan,-nan
84.7563,2.98364,-nan,-nan
84.7563,3.00119,-nan,-nan
84.7563,3.01874,-nan,-nan
84.7563,3.03629,-nan,-nan
84.7563,3.05384,-nan,-nan
84.7563,3.07139,-nan,-nan
84.7563,3.08894,-nan,-nan
84.7563,3.10649,-nan,-nan
84.7563,3.12404,-nan,-nan
84.7563,3.14159,3.8901e-33,0
85.0904,0,0,0
85.0904,0.0175508,-nan,-nan
85.0904,0.0351016,-nan,-nan
85.0904,0.0526524,-nan,-nan
85.0904,0.0702032,-nan,-nan
85.0904,0.087754,-nan,-nan
85.0904,0.105305,-nan,-nan
85.0904,0.122856,-nan,-nan
85.0904,0.140406,-nan,-nan
85.0904,0.157957,-nan,-nan
85.0904,0.175508,-nan,-nan
85.0904,0.193059,-nan,-nan
85.0904,0.21061,-nan,-nan
85.0904,0.22816,-nan,-nan
85.0904,0.245711,-nan,-nan
85.0904,0.263262,-nan,-nan
85.0904,0.280813,-nan,-nan
85.0904,0.298364,-nan,-nan
85.0904,0.315914,-nan,-nan
85.0904,0.333465,-nan,-nan
85.0904,0.351016,-nan,-nan
85.0904,0.368567,-nan,-nan
85.0904,0.386118,-nan,-nan
85.0904,0.403668,-nan,-nan
85.0904,0.421219,-nan,-nan
85.0904,0.43877,-nan,-nan
85.0904,0.456321,-nan,-nan
85.0904,0.473872,-nan,-nan
85.0904,0.491422,-nan,-nan
85.0904,0.508973,-nan,-nan
85.0904,0.526524,-nan,-nan
85.0904,0.544075,-nan,-nan
85.0904,0.561626,-nan,-nan
85.0904,0.579176,-nan,-nan
85.0904,0.596727,-nan,-nan
85.0904,0.614278,-nan,-nan
85.0904,0.631829,-nan,-nan
85.0904,0.649379,-nan,-nan
85.0904,0.66693,-nan,-nan
